,Type,PRECIPITATION_MA,TEMPERATURE_MA
73099,11,1.99,59.2
73100,11,3.57,35.2
73107,11,5.04,54.6
73108,11,14.29,37.0
73110,11,2.05,55.0
73112,11,6.76,37.1
73127,11,1.86,65.8
73128,11,15.23,38.0
73129,11,2.51,59.6
73130,11,11.3,41.8
73131,11,0.73,61.8
73132,11,7.84,41.4
73133,11,11.38,41.3
73134,11,1.04,61.0
73135,11,6.37,39.7
73136,11,1.79,61.4
73137,11,1.43,62.2
73138,11,9.55,35.4
73139,11,0.74,66.8
73140,11,25.43,41.3
73141,11,1.35,60.3
73142,11,12.11,43.0
73143,11,2.93,35.5
73144,11,1.52,61.1
73149,11,16.05,38.7
73150,11,3.17,56.6
73155,11,1.21,57.3
73156,11,6.39,38.5
73171,10,0.25,70.1
73172,10,1.71,33.7
73173,10,1.54,34.8
73174,10,0.98,61.4
73175,10,1.4,34.5
73176,10,0.26,63.1
73177,10,2.0,34.9
73178,10,0.35,62.6
73179,10,0.7,30.7
73180,10,0.62,63.6
73181,10,1.64,28.4
73182,10,0.35,64.6
73183,10,0.04,70.4
73184,10,3.92,34.3
73185,10,2.31,34.7
73186,10,0.56,61.9
73187,10,1.28,63.4
73188,10,0.98,31.6
73193,10,2.33,34.7
73194,10,1.9,58.6
73198,10,0.5,58.8
73199,10,1.51,33.0
73215,2,0.77,62.4
73216,2,4.45,26.6
73217,2,2.27,29.6
73218,2,4.42,53.7
73219,2,1.93,28.8
73220,2,1.11,55.3
73221,2,3.65,26.2
73222,2,1.91,54.2
73223,2,2.82,27.6
73224,2,1.97,56.7
73225,2,3.85,19.6
73226,2,1.29,57.5
73227,2,5.14,27.0
73228,2,0.88,62.8
73229,2,3.96,30.4
73230,2,2.15,54.3
73231,2,2.81,56.2
73232,2,2.78,23.0
73237,2,2.59,27.3
73238,2,2.8,53.2
73241,2,2.33,52.1
73242,2,1.9,28.4
73259,2,0.31,65.9
73260,2,1.81,31.4
73261,2,1.33,33.2
73262,2,1.2,58.1
73263,2,0.59,58.5
73264,2,1.12,33.7
73265,2,1.5,57.8
73266,2,1.63,31.1
73267,2,1.05,59.8
73268,2,0.88,31.1
73269,2,0.97,60.0
73270,2,2.17,25.6
73271,2,0.43,65.9
73272,2,3.67,31.9
73273,2,0.86,57.3
73274,2,3.12,33.4
73275,2,1.72,58.4
73276,2,0.9,29.6
73281,2,1.76,55.4
73282,2,2.63,30.4
73287,2,1.26,54.6
73288,2,0.77,33.5
73303,7,3.74,41.0
73304,7,4.45,70.3
73305,7,2.03,69.2
73306,7,3.19,34.0
73307,7,6.67,67.7
73308,7,3.63,35.6
73309,7,6.59,69.5
73310,7,4.59,35.8
73311,7,6.67,68.7
73312,7,1.62,30.1
73313,7,4.45,70.2
73314,7,3.96,33.1
73315,7,9.32,69.3
73316,7,3.76,44.7
73317,7,5.01,70.0
73318,7,2.99,36.1
73319,7,3.82,34.2
73320,7,6.28,69.2
73325,7,1.89,69.6
73326,7,5.87,38.5
73329,7,2.55,69.9
73330,7,2.96,37.6
73347,10,2.58,69.4
73348,10,2.05,39.7
73349,10,3.35,32.6
73350,10,3.02,68.5
73351,10,3.27,34.7
73352,10,3.56,66.9
73353,10,6.97,67.7
73354,10,4.99,34.3
73355,10,1.08,29.8
73356,10,3.91,67.9
73357,10,4.33,68.2
73358,10,3.32,32.3
73359,10,8.82,67.9
73360,10,3.59,42.8
73361,10,2.4,34.3
73362,10,6.44,67.7
73363,10,4.16,68.4
73364,10,3.6,33.1
73369,10,2.55,66.8
73370,10,4.29,36.5
73375,10,2.25,69.2
73376,10,3.31,35.8
73391,11,2.69,36.6
73392,11,3.39,67.9
73393,11,3.78,66.5
73394,11,4.46,30.9
73395,11,4.86,64.8
73396,11,3.28,31.2
73397,11,5.42,65.2
73398,11,4.35,32.1
73399,11,1.3,26.9
73400,11,4.02,65.9
73401,11,2.52,66.7
73402,11,3.42,29.8
73403,11,8.13,66.4
73404,11,3.9,40.2
73405,11,4.66,67.1
73406,11,2.56,33.1
73407,11,3.97,29.3
73408,11,5.51,67.0
73413,11,3.31,65.9
73414,11,4.83,34.7
73419,11,3.99,34.2
73420,11,3.13,67.6
73435,10,4.48,67.3
73436,10,3.57,36.9
73437,10,3.32,31.6
73438,10,3.39,66.4
73439,10,8.74,65.2
73440,10,3.76,32.8
73441,10,7.38,65.8
73442,10,3.29,32.7
73443,10,5.44,66.0
73444,10,2.03,26.4
73445,10,3.58,30.1
73446,10,4.44,66.3
73447,10,9.48,66.4
73448,10,4.41,41.7
73449,10,8.21,67.4
73450,10,2.79,33.4
73451,10,4.12,29.6
73452,10,6.6,66.2
73457,10,5.96,35.0
73458,10,3.72,65.9
73463,10,3.79,34.0
73464,10,2.72,67.1
73479,10,4.15,68.5
73480,10,3.41,36.7
73481,10,3.79,31.5
73482,10,4.03,66.1
73483,10,7.53,64.2
73484,10,4.13,33.2
73485,10,7.24,66.1
73486,10,2.86,32.9
73487,10,5.83,66.0
73488,10,2.42,25.5
73489,10,3.14,66.4
73490,10,4.45,28.6
73491,10,8.36,65.3
73492,10,4.73,41.4
73493,10,8.72,67.4
73494,10,2.38,33.4
73495,10,7.74,65.8
73496,10,4.05,29.0
73501,10,6.02,35.2
73502,10,3.41,66.4
73507,10,5.79,34.0
73508,10,3.6,66.4
73523,2,3.42,36.0
73524,2,5.0,66.7
73525,2,3.26,65.5
73526,2,3.64,31.1
73527,2,9.18,64.2
73528,2,3.46,32.5
73529,2,2.73,32.0
73530,2,6.31,64.9
73531,2,2.64,25.4
73532,2,6.04,64.7
73533,2,4.75,64.9
73534,2,3.49,28.9
73535,2,7.94,65.2
73536,2,4.59,41.1
73537,2,8.57,66.6
73538,2,2.65,32.8
73539,2,6.88,65.1
73540,2,3.64,28.4
73545,2,6.47,34.4
73546,2,3.79,65.3
73549,2,3.15,65.7
73550,2,4.23,33.3
73567,5,4.73,69.4
73568,5,3.08,41.2
73569,5,2.45,67.9
73570,5,4.24,33.6
73571,5,4.61,67.6
73572,5,4.81,36.7
73573,5,6.08,69.4
73574,5,4.3,35.5
73575,5,1.73,31.6
73576,5,6.07,68.2
73577,5,3.92,70.0
73578,5,5.2,34.0
73579,5,4.31,44.9
73580,5,6.43,69.4
73581,5,4.32,69.5
73582,5,2.98,37.1
73583,5,5.84,68.6
73584,5,4.4,35.3
73589,5,2.11,68.2
73590,5,6.08,38.3
73593,5,6.24,68.9
73594,5,3.12,37.7
73611,10,4.04,37.3
73612,10,4.64,67.1
73613,10,2.98,65.6
73614,10,3.05,31.2
73615,10,3.85,32.2
73616,10,7.42,64.1
73617,10,4.02,32.8
73618,10,5.96,65.2
73619,10,4.79,65.1
73620,10,1.95,25.8
73621,10,3.57,30.3
73622,10,3.46,65.5
73623,10,8.95,66.0
73624,10,4.47,41.2
73625,10,3.01,32.8
73626,10,6.77,66.8
73627,10,6.13,65.2
73628,10,4.11,29.3
73633,10,6.14,34.2
73634,10,3.83,64.8
73637,10,3.64,66.2
73638,10,3.41,33.6
73655,7,1.35,41.2
73656,7,3.91,72.4
73657,7,5.88,36.5
73658,7,2.99,72.2
73659,7,4.76,36.1
73660,7,5.77,70.7
73661,7,5.49,70.6
73662,7,5.15,37.8
73663,7,4.21,71.2
73664,7,1.64,32.9
73665,7,2.13,72.0
73666,7,3.92,36.4
73667,7,7.98,71.5
73668,7,4.94,48.0
73669,7,3.61,38.5
73670,7,4.32,71.4
73671,7,9.49,72.2
73672,7,4.73,34.6
73677,7,4.64,39.8
73678,7,2.87,70.4
73681,7,2.44,72.6
73682,7,4.52,40.0
73699,1,1.46,35.1
73700,1,2.73,66.1
73701,1,4.93,30.9
73702,1,3.35,65.2
73703,1,4.88,64.3
73704,1,3.53,28.7
73705,1,4.72,31.6
73706,1,3.26,64.3
73707,1,3.47,64.5
73708,1,1.57,26.0
73709,1,2.58,65.0
73710,1,3.13,29.4
73711,1,8.11,64.7
73712,1,4.13,41.0
73713,1,3.38,32.5
73714,1,4.57,65.2
73715,1,9.3,65.7
73716,1,3.8,28.4
73721,1,5.45,33.8
73722,1,3.59,64.2
73725,1,4.25,34.0
73726,1,7.21,65.6
73743,10,2.49,68.0
73744,10,1.17,36.9
73745,10,5.75,32.0
73746,10,4.59,67.6
73747,10,4.73,66.2
73748,10,3.22,32.0
73749,10,4.58,66.9
73750,10,5.26,33.6
73751,10,1.63,28.2
73752,10,4.2,67.1
73753,10,3.37,67.7
73754,10,3.23,31.5
73755,10,7.32,67.5
73756,10,4.27,42.2
73757,10,3.66,33.8
73758,10,4.6,67.6
73759,10,6.32,68.0
73760,10,4.23,30.1
73765,10,4.73,35.5
73766,10,3.76,66.3
73769,10,3.71,68.5
73770,10,3.92,35.2
73787,10,2.15,70.3
73788,10,1.82,37.9
73789,10,3.23,69.0
73790,10,4.58,32.2
73791,10,2.99,33.0
73792,10,4.47,66.8
73793,10,5.11,34.7
73794,10,5.08,67.8
73795,10,1.42,29.6
73796,10,2.63,68.5
73797,10,2.56,32.3
73798,10,2.97,68.7
73799,10,3.9,41.4
73800,10,8.69,68.9
73801,10,3.23,34.6
73802,10,4.28,69.2
73803,10,6.02,69.3
73804,10,3.7,31.0
73809,10,4.51,36.6
73810,10,3.44,68.0
73813,10,4.44,36.1
73814,10,3.06,69.6
73831,5,4.91,66.8
73832,5,3.52,35.5
73833,5,4.35,30.6
73834,5,3.39,65.0
73835,5,7.75,63.2
73836,5,3.55,31.5
73837,5,2.59,31.7
73838,5,5.14,64.5
73839,5,5.95,64.3
73840,5,3.13,24.9
73841,5,4.68,28.1
73842,5,3.42,64.4
73843,5,4.48,40.5
73844,5,7.48,64.0
73845,5,8.11,65.9
73846,5,2.63,32.2
73847,5,5.64,64.5
73848,5,3.66,27.7
73853,5,6.06,34.2
73854,5,3.31,64.5
73857,5,4.78,32.7
73858,5,3.22,65.2
73875,5,1.72,35.3
73876,5,2.74,66.4
73877,5,3.76,64.5
73878,5,4.17,30.5
73879,5,5.64,62.9
73880,5,3.34,27.9
73881,5,3.47,29.7
73882,5,2.65,63.1
73883,5,3.13,64.0
73884,5,1.69,24.8
73885,5,3.96,28.2
73886,5,2.72,64.2
73887,5,6.83,64.0
73888,5,3.97,40.4
73889,5,4.79,64.6
73890,5,3.44,30.9
73891,5,8.32,65.2
73892,5,3.68,27.8
73897,5,3.14,63.7
73898,5,5.81,32.7
73901,5,6.11,65.1
73902,5,3.85,32.7
73919,15,3.07,72.2
73920,15,0.87,40.5
73921,15,4.29,71.0
73922,15,4.67,35.2
73923,15,4.14,70.1
73924,15,3.86,35.7
73925,15,5.09,36.3
73926,15,5.23,69.9
73927,15,2.62,71.1
73928,15,1.25,32.0
73929,15,3.68,70.6
73930,15,2.9,34.8
73931,15,4.09,45.5
73932,15,9.88,71.4
73933,15,4.47,70.4
73934,15,3.2,36.9
73935,15,5.03,34.4
73936,15,5.83,71.4
73941,15,3.41,38.9
73942,15,4.12,69.8
73945,15,2.89,71.8
73946,15,3.43,38.8
73963,3,3.83,74.2
73964,3,1.78,47.8
73965,3,5.5,42.7
73966,3,2.81,73.8
73967,3,2.86,44.4
73968,3,3.15,75.5
73969,3,4.08,43.5
73970,3,4.9,75.0
73971,3,1.93,74.2
73972,3,1.88,39.5
73973,3,5.68,73.3
73974,3,3.21,42.2
73975,3,5.2,75.5
73976,3,3.69,53.3
73977,3,1.8,73.6
73978,3,3.29,43.3
73979,3,5.75,43.3
73980,3,5.76,74.3
73985,3,3.42,73.3
73986,3,4.09,46.5
73989,3,1.27,46.3
73990,3,6.51,76.1
74007,5,0.77,41.5
74008,5,4.87,68.0
74009,5,4.33,33.9
74010,5,6.5,66.8
74011,5,4.45,66.3
74012,5,3.13,38.0
74013,5,5.32,69.3
74014,5,5.72,36.4
74015,5,3.94,66.8
74016,5,0.96,33.4
74017,5,7.76,68.3
74018,5,3.8,34.8
74019,5,6.25,70.3
74020,5,4.96,45.7
74021,5,2.71,37.6
74022,5,2.97,69.1
74023,5,5.55,68.6
74024,5,6.76,35.8
74029,5,2.75,39.0
74030,5,2.85,66.1
74033,5,4.93,38.2
74034,5,2.85,69.2
74051,10,3.46,72.2
74052,10,0.79,46.3
74053,10,6.6,72.0
74054,10,5.1,38.2
74055,10,3.5,41.4
74056,10,6.19,70.7
74057,10,4.45,73.8
74058,10,7.55,39.6
74059,10,3.94,70.9
74060,10,0.61,37.4
74061,10,5.14,72.1
74062,10,3.36,38.8
74063,10,7.01,73.7
74064,10,5.93,48.8
74065,10,2.73,72.8
74066,10,3.3,40.6
74067,10,6.01,40.9
74068,10,7.52,72.4
74073,10,2.85,42.8
74074,10,2.62,70.4
74077,10,2.81,73.9
74078,10,5.07,41.8
74095,3,1.27,46.8
74096,3,3.21,74.2
74097,3,5.34,41.2
74098,3,5.88,73.8
74099,3,7.57,74.4
74100,3,3.91,44.1
74101,3,4.94,76.6
74102,3,4.64,42.8
74103,3,1.65,40.5
74104,3,4.21,74.2
74105,3,2.09,42.1
74106,3,5.42,73.8
74107,3,8.03,77.1
74108,3,5.55,52.0
74109,3,2.96,74.9
74110,3,3.64,42.8
74111,3,6.2,43.3
74112,3,9.12,74.9
74117,3,2.44,72.4
74118,3,2.88,45.7
74121,3,2.19,45.2
74122,3,2.06,76.6
74139,3,4.21,73.5
74140,3,1.06,46.4
74141,3,6.17,39.2
74142,3,2.63,72.7
74143,3,4.52,72.2
74144,3,2.76,41.9
74145,3,5.43,39.6
74146,3,5.86,74.3
74147,3,0.8,38.4
74148,3,3.55,72.8
74149,3,4.15,73.0
74150,3,3.11,38.9
74151,3,6.66,74.4
74152,3,6.22,50.3
74153,3,3.66,41.0
74154,3,4.3,73.3
74155,3,7.98,73.0
74156,3,5.51,41.4
74161,3,3.14,71.2
74162,3,2.71,43.5
74165,3,3.96,74.4
74166,3,4.28,43.4
74183,1,4.12,74.6
74184,1,0.91,46.9
74185,1,5.74,39.8
74186,1,3.59,73.6
74187,1,6.36,73.5
74188,1,3.31,41.1
74189,1,7.71,74.2
74190,1,3.85,39.4
74191,1,2.9,73.6
74192,1,0.56,37.3
74193,1,2.77,39.4
74194,1,4.49,73.8
74195,1,7.93,75.2
74196,1,4.75,50.9
74197,1,3.6,73.8
74198,1,3.12,40.8
74199,1,6.44,74.6
74200,1,6.17,41.3
74205,1,3.65,44.2
74206,1,2.82,72.3
74209,1,3.84,44.2
74210,1,4.2,75.3
74227,3,1.32,49.0
74228,3,5.02,75.6
74229,3,6.53,74.9
74230,3,6.69,41.6
74231,3,6.9,75.6
74232,3,3.36,44.9
74233,3,7.89,76.7
74234,3,3.61,43.0
74235,3,1.62,39.8
74236,3,3.52,75.5
74237,3,5.92,74.5
74238,3,2.64,42.2
74239,3,5.17,53.9
74240,3,9.13,77.3
74241,3,4.47,75.7
74242,3,3.5,43.8
74243,3,8.87,75.9
74244,3,6.36,44.2
74249,3,3.55,73.6
74250,3,2.91,46.8
74253,3,2.0,46.7
74254,3,3.44,77.1
74271,1,4.3,71.6
74272,1,0.61,43.2
74273,1,4.35,36.5
74274,1,5.16,71.0
74275,1,2.68,37.2
74276,1,2.71,70.6
74277,1,4.87,37.0
74278,1,10.72,71.0
74279,1,0.65,34.8
74280,1,1.3,71.2
74281,1,3.69,71.6
74282,1,2.92,36.8
74283,1,6.42,71.5
74284,1,3.9,46.4
74285,1,3.67,71.2
74286,1,2.96,38.0
74287,1,5.12,37.0
74288,1,5.84,70.9
74293,1,2.96,40.0
74294,1,3.11,70.0
74297,1,2.5,72.1
74298,1,2.73,39.7
74315,10,0.9,43.0
74316,10,3.77,68.7
74317,10,3.49,35.2
74318,10,7.47,67.6
74319,10,5.24,67.1
74320,10,3.09,38.6
74321,10,5.59,36.8
74322,10,3.36,69.8
74323,10,3.56,67.1
74324,10,0.64,34.0
74325,10,5.77,69.1
74326,10,3.39,36.1
74327,10,5.03,46.1
74328,10,6.19,71.2
74329,10,2.66,70.1
74330,10,2.63,38.4
74331,10,5.73,37.7
74332,10,6.82,69.1
74337,10,2.99,67.4
74338,10,2.74,39.4
74341,10,4.53,39.2
74342,10,3.03,70.1
74359,3,1.34,46.9
74360,3,3.54,74.7
74361,3,6.62,41.0
74362,3,5.6,73.8
74363,3,6.53,74.4
74364,3,3.59,44.1
74365,3,6.36,76.4
74366,3,4.04,42.3
74367,3,4.18,74.0
74368,3,1.39,39.9
74369,3,4.63,73.8
74370,3,2.3,41.7
74371,3,10.22,76.6
74372,3,5.96,52.0
74373,3,3.39,74.7
74374,3,3.41,42.9
74375,3,6.16,43.6
74376,3,7.83,74.9
74381,3,2.99,45.9
74382,3,1.79,72.4
74385,3,2.49,76.2
74386,3,2.4,45.6
74403,7,0.61,45.4
74404,7,4.31,74.5
74405,7,5.57,39.5
74406,7,4.43,74.1
74407,7,3.36,73.6
74408,7,3.25,39.7
74409,7,5.51,39.7
74410,7,4.93,72.9
74411,7,0.65,36.3
74412,7,1.3,73.7
74413,7,3.07,39.1
74414,7,4.34,73.7
74415,7,9.23,74.3
74416,7,4.14,49.6
74417,7,3.47,73.8
74418,7,3.35,40.6
74419,7,6.7,73.6
74420,7,5.33,39.5
74425,7,3.3,42.1
74426,7,2.54,72.5
74429,7,1.84,75.1
74430,7,4.39,42.1
74447,1,0.5,44.4
74448,1,4.31,72.6
74449,1,5.23,38.1
74450,1,4.61,72.1
74451,1,2.79,38.8
74452,1,3.5,71.8
74453,1,8.96,72.1
74454,1,5.63,38.4
74455,1,1.33,72.2
74456,1,0.57,35.5
74457,1,4.41,72.2
74458,1,3.16,37.8
74459,1,7.42,72.6
74460,1,4.05,48.2
74461,1,3.98,72.1
74462,1,3.27,39.2
74463,1,5.42,37.8
74464,1,6.4,71.9
74469,1,2.95,41.0
74470,1,2.91,70.5
74473,1,3.44,40.8
74474,1,2.12,73.4
74491,5,2.77,71.6
74492,5,0.82,46.0
74493,5,4.98,38.6
74494,5,6.56,71.1
74495,5,3.45,41.6
74496,5,8.97,70.8
74497,5,6.85,39.9
74498,5,3.15,74.0
74499,5,3.66,71.0
74500,5,0.68,38.2
74501,5,4.03,72.3
74502,5,2.7,39.7
74503,5,5.83,74.5
74504,5,5.83,49.2
74505,5,2.26,73.2
74506,5,2.73,41.5
74507,5,5.03,40.9
74508,5,5.8,72.5
74513,5,2.98,70.3
74514,5,3.09,42.6
74517,5,2.1,74.0
74518,5,5.06,42.4
74535,10,3.32,68.0
74536,10,1.03,43.4
74537,10,6.97,67.1
74538,10,3.41,34.2
74539,10,4.17,66.5
74540,10,3.25,38.4
74541,10,4.29,36.7
74542,10,2.03,69.2
74543,10,0.82,33.6
74544,10,3.46,65.7
74545,10,4.52,68.2
74546,10,3.67,36.5
74547,10,4.0,70.6
74548,10,5.28,46.6
74549,10,2.79,38.4
74550,10,2.08,69.5
74551,10,6.38,68.3
74552,10,4.94,37.1
74557,10,2.79,66.9
74558,10,2.88,39.1
74561,10,1.85,69.5
74562,10,4.06,39.2
74579,3,2.46,73.4
74580,3,1.17,47.9
74581,3,5.73,40.2
74582,3,8.78,73.1
74583,3,7.78,72.8
74584,3,3.38,42.7
74585,3,4.06,75.6
74586,3,5.32,41.0
74587,3,3.92,72.4
74588,3,1.21,39.2
74589,3,2.17,41.1
74590,3,6.59,73.1
74591,3,5.87,76.0
74592,3,7.27,50.4
74593,3,2.22,74.6
74594,3,3.41,42.3
74595,3,5.51,42.0
74596,3,6.16,74.0
74601,3,2.73,44.8
74602,3,2.07,71.2
74605,3,1.87,75.3
74606,3,2.66,43.5
74623,1,3.61,74.5
74624,1,1.09,47.1
74625,1,5.41,73.5
74626,1,6.04,39.9
74627,1,3.2,42.0
74628,1,6.08,73.7
74629,1,3.71,39.6
74630,1,7.64,74.5
74631,1,4.12,73.3
74632,1,0.83,37.6
74633,1,2.9,39.4
74634,1,4.71,73.4
74635,1,9.11,75.2
74636,1,5.51,50.8
74637,1,3.8,73.9
74638,1,2.95,41.1
74639,1,7.34,74.4
74640,1,5.82,41.8
74645,1,2.69,72.2
74646,1,3.3,44.3
74649,1,4.29,75.6
74650,1,3.13,44.5
74667,1,3.74,74.5
74668,1,1.24,47.6
74669,1,6.48,40.2
74670,1,5.78,74.0
74671,1,3.49,43.0
74672,1,6.02,74.5
74673,1,3.42,40.5
74674,1,8.38,75.3
74675,1,3.42,74.1
74676,1,0.88,37.8
74677,1,5.2,73.7
74678,1,2.88,40.3
74679,1,5.42,51.6
74680,1,9.56,75.8
74681,1,3.23,41.6
74682,1,4.28,74.3
74683,1,7.74,75.2
74684,1,6.07,42.1
74691,1,2.4,73.5
74692,1,3.29,45.1
74693,1,2.68,45.2
74694,1,4.49,76.2
74711,2,5.89,74.3
74712,2,1.35,47.8
74713,2,6.35,40.8
74714,2,4.72,74.1
74715,2,3.47,43.2
74716,2,7.2,74.7
74717,2,3.94,41.9
74718,2,7.28,75.6
74719,2,1.39,38.5
74720,2,3.15,74.5
74721,2,2.86,41.2
74722,2,4.63,73.8
74723,2,9.87,75.8
74724,2,4.68,52.5
74725,2,3.35,42.2
74726,2,3.8,73.9
74727,2,8.66,74.6
74728,2,5.88,42.3
74735,2,3.39,45.2
74736,2,2.52,73.1
74737,2,6.24,76.3
74738,2,2.12,45.6
74755,7,5.02,73.0
74756,7,0.6,43.6
74757,7,5.44,37.8
74758,7,4.92,72.5
74759,7,2.94,72.1
74760,7,2.85,38.0
74761,7,5.5,37.9
74762,7,6.57,71.8
74763,7,1.84,72.2
74764,7,0.82,34.9
74765,7,3.27,37.3
74766,7,4.66,72.2
74767,7,6.97,72.5
74768,7,4.24,47.2
74769,7,3.42,38.5
74770,7,3.65,71.8
74771,7,6.24,72.1
74772,7,4.7,37.2
74779,7,3.43,70.6
74780,7,3.19,40.0
74781,7,2.15,73.1
74782,7,3.38,39.9
74799,3,2.27,73.0
74800,3,1.26,47.1
74801,3,5.98,40.3
74802,3,7.47,72.9
74803,3,7.87,72.8
74804,3,3.04,43.1
74805,3,4.73,41.4
74806,3,4.76,74.9
74807,3,1.6,39.6
74808,3,3.61,72.9
74809,3,2.19,41.2
74810,3,4.85,72.7
74811,3,6.37,75.8
74812,3,7.17,51.0
74813,3,2.14,74.2
74814,3,3.33,42.4
74815,3,5.49,42.7
74816,3,6.84,74.5
74823,3,1.2,71.4
74824,3,2.42,45.1
74825,3,2.24,74.7
74826,3,3.5,44.8
74843,2,5.79,74.6
74844,2,1.41,48.0
74845,2,6.37,41.0
74846,2,5.25,74.3
74847,2,3.42,43.7
74848,2,7.2,74.8
74849,2,7.0,75.9
74850,2,3.9,42.2
74851,2,3.35,74.9
74852,2,1.48,38.8
74853,2,4.9,74.0
74854,2,2.8,41.6
74855,2,10.13,76.2
74856,2,4.59,52.8
74857,2,3.39,42.5
74858,2,4.1,74.4
74859,2,9.08,75.0
74860,2,5.98,42.8
74867,2,2.99,73.3
74868,2,3.19,45.5
74869,2,5.55,76.5
74870,2,2.04,45.7
74887,3,1.35,46.7
74888,3,2.94,73.7
74889,3,6.33,40.0
74890,3,5.06,73.1
74891,3,3.4,42.9
74892,3,5.31,73.3
74893,3,5.02,75.5
74894,3,4.55,40.7
74895,3,1.12,39.5
74896,3,3.48,73.0
74897,3,3.7,72.8
74898,3,2.57,41.0
74899,3,6.95,50.9
74900,3,7.36,75.4
74901,3,3.46,42.2
74902,3,2.85,74.1
74903,3,5.36,42.8
74904,3,6.6,74.4
74911,3,1.09,71.8
74912,3,2.94,45.0
74913,3,2.51,74.9
74914,3,3.07,44.8
74931,5,3.38,69.8
74932,5,0.95,45.4
74933,5,5.33,69.5
74934,5,4.82,38.0
74935,5,4.76,41.2
74936,5,7.0,69.4
74937,5,3.48,72.6
74938,5,8.43,39.2
74939,5,0.85,38.0
74940,5,4.85,69.7
74941,5,2.38,39.5
74942,5,3.69,71.3
74943,5,7.32,48.9
74944,5,6.85,73.4
74945,5,3.15,72.1
74946,5,2.59,41.7
74947,5,6.9,71.0
74948,5,5.63,40.5
74955,5,3.94,69.0
74956,5,3.46,42.0
74957,5,5.94,42.5
74958,5,3.06,72.8
74975,2,0.71,69.6
74976,2,2.42,30.2
74977,2,0.68,29.9
74978,2,2.18,60.8
74979,2,0.56,61.4
74980,2,1.58,30.9
74981,2,1.08,62.0
74982,2,1.17,28.1
74983,2,0.73,28.3
74984,2,1.22,63.6
74985,2,0.28,65.2
74986,2,2.44,22.9
74987,2,2.88,28.9
74988,2,0.27,70.0
74989,2,0.44,62.1
74990,2,2.23,34.0
74991,2,0.78,63.4
74992,2,0.43,24.9
74998,2,0.58,60.5
75000,2,1.74,29.8
75003,2,1.33,57.7
75004,2,0.34,28.9
75019,2,1.86,64.5
75020,2,13.0,36.6
75021,2,9.45,39.9
75022,2,3.51,58.2
75023,2,5.91,39.4
75024,2,1.54,59.8
75025,2,10.18,39.2
75026,2,1.39,59.1
75027,2,2.32,59.8
75028,2,5.08,37.5
75029,2,8.98,33.2
75030,2,2.18,60.2
75031,2,20.43,39.2
75032,2,0.67,65.0
75033,2,2.41,57.9
75034,2,11.24,41.1
75035,2,2.27,59.4
75036,2,4.2,33.4
75041,2,12.99,37.6
75043,2,4.81,55.1
75047,2,1.76,55.8
75048,2,6.54,35.8
75063,1,2.0,65.4
75064,1,12.39,38.7
75065,1,2.43,59.8
75066,1,10.59,41.8
75067,1,8.41,41.1
75068,1,0.58,61.4
75069,1,9.51,41.2
75070,1,1.07,60.6
75071,1,1.57,61.3
75072,1,6.07,39.5
75073,1,8.69,35.3
75074,1,1.54,62.0
75075,1,0.7,66.4
75076,1,22.99,41.7
75077,1,1.36,60.3
75078,1,10.93,43.3
75079,1,3.06,36.1
75080,1,1.44,61.7
75085,1,14.03,39.0
75086,1,2.91,56.8
75090,1,1.02,57.4
75092,1,5.15,38.4
75107,15,2.98,69.6
75108,15,3.63,39.3
75109,15,2.26,68.0
75110,15,3.09,33.4
75111,15,9.76,66.7
75112,15,3.57,35.3
75113,15,3.8,34.4
75114,15,5.66,68.4
75115,15,1.59,29.6
75116,15,4.79,67.8
75117,15,3.62,32.1
75118,15,4.31,69.4
75119,15,8.83,68.2
75120,15,3.44,43.6
75121,15,2.72,35.7
75122,15,4.73,68.8
75123,15,3.93,32.6
75124,15,5.73,68.1
75129,15,1.9,68.5
75130,15,6.19,37.6
75135,15,3.0,36.7
75136,15,2.14,69.5
75151,15,3.2,68.8
75152,15,3.0,38.1
75153,15,3.86,31.6
75154,15,2.54,67.5
75155,15,3.67,32.8
75156,15,4.06,66.1
75157,15,6.59,66.8
75158,15,4.81,33.1
75159,15,4.66,67.0
75160,15,1.4,27.7
75161,15,3.32,67.4
75162,15,3.62,30.9
75163,15,3.88,41.6
75164,15,8.65,67.2
75165,15,2.38,33.7
75166,15,6.1,67.5
75167,15,5.61,67.6
75168,15,3.87,31.2
75173,15,4.93,35.7
75174,15,2.47,66.5
75179,15,1.93,68.2
75180,15,3.69,35.2
75195,15,4.77,68.5
75196,15,3.61,37.8
75197,15,2.58,67.0
75198,15,3.46,32.7
75199,15,3.78,33.6
75200,15,8.58,65.7
75201,15,6.21,67.3
75202,15,3.83,33.6
75203,15,2.06,27.5
75204,15,4.83,66.8
75205,15,3.76,68.0
75206,15,3.76,30.6
75207,15,9.78,67.8
75208,15,3.64,42.6
75209,15,7.66,68.3
75210,15,2.83,34.9
75211,15,6.33,67.7
75212,15,4.32,31.8
75217,15,6.18,37.0
75218,15,2.22,67.8
75223,15,3.24,35.6
75224,15,2.13,68.3
75239,2,3.07,35.2
75240,2,3.73,66.5
75241,2,3.49,64.2
75242,2,4.79,30.5
75243,2,3.76,30.6
75244,2,8.3,62.7
75245,2,4.66,64.1
75246,2,3.37,31.0
75247,2,1.87,25.2
75248,2,5.74,63.9
75249,2,2.77,64.3
75250,2,3.51,28.8
